sol_wallet,eth_wallet,worm_balance,nema_balance
GvShAjbHxACv1T5LseK2XtZ1Lfx5wiGFW96FrbCFvybi,0x0f653ae69D184011E220878dE411eb24b27b488d,46375,45358
83iUPzgR2E4DaYByBrQLgoHFHPfaDR1uwYgujaFUXsd5,0x0f653ae69D184011E220878dE411eb24b27b488d,57036,55785
HUpnjFq6Zp8tdpavviRW8bLW7L9V7hxj9DrNnCXXoMFA,0xCC1fD506c2d8ADd58c965F0e11B1CBd06F4bF229,302349,295717
75ajQgMYkz3pJyhQakefSHAFEs8EaYm3MrYVg5ugApcU,0xCC1fD506c2d8ADd58c965F0e11B1CBd06F4bF229,134163,131220
5uF8zqz35SM1KGXWp8wMcYvX5fBHd8rEnaryh55obRhQ,0xCC1fD506c2d8ADd58c965F0e11B1CBd06F4bF229,150579,147276
4gHJB172mP4ZUiaGNzVtGHmeWPf5yZH75Cm8zbSkGkah,0xea5503506b02eac45914f76c6016b0c19f7ae035,578420,565732
ApgxwjR92ZgMKBLYZd5QgqvvhY3AmVtg39cVm5ZNHhPG,0xE5022C8f9fb748F04CBDFF99A4aFB6E63daaCBE1,18569,18162
HqDMBDiQg9efsdjtDBnaDKkdbStg2geXWR31jXhptgoC,0xE81e760248eD4BEE855b2d7469c5936F923D931d,1664573,1628059
D9kgad8wEeW6f3g9NZqraQjo6qbFMfjuvc5osNzKXBCy,0x48658eA6bb687841f7FB325C478b8e0f7f76ED73,2033063,1988466
WeMHyJFnXxjV3YBniwHwL6BnkbyZ3gFLZYuBkqCToLn,0xa93F854bf47f8ad9714Ac7c5fdD2A13bB295d88e,3645933,3565956
HWez9wGaL26BEtR3foyFPCHw9YYsvFfReyySMvpNnDoC,0x6e7541D5196099f885915B828A512779CF858D3f,467334,457083
8djRBVAAi9zd5LYKu9S5GwN85wNCPX8MN1SqbqbWfSPc,0x8DD30e6790EEf8e7dEaD66B97771fD9eBf127494,10710035,10475101
8c6BWUsPCFc1b7NYwCMmNo76V9ptvFSpkDG3vERSAyPZ,0x4a381781449219dF650Aa5BF3d2aa23d1fB52903,170331,166595
qtPY3txmbHcPURAUKHEEd8h29Qr8o9c5dnLF29HraTB,0xE7eB31A79E00912aae8B2a290b3722a447E3938D,29132,28493
A6HXZBGKFa4t8RS6RfMvjKfQ7xy93g3zZ2eSQbpQ8f7X,0xEB80Eaa349dd5da8A46B8F4B09986ce567bae5E1,15034,14704
2Na47Z9sx8ZeMonJamiJQE56JJiyWJtEhmfkU8axVUUt,0x78bbE52E925D184Faaf3E3a4cE555d1f8EC58433,1036874,1014129
8agfUAvExwaTSFWSkuxXvrBNrweQ2mgzUazcK9ALfFUh,0x84422C8A3C1B1f9304E39570B3e8F17921dF2A18,251637,246117
G6eyGiovgWt89ejSmnZaiYxQpBMUiCkfRAwXsUjBukZ3,0xc4c758961d03456cbB70660a4e624F20527b863E,284159,277926
AzxD23uxtvnC8oSLoU1DNjwHUx1SNKnYx1PuaVjbF1ud,0x370669252985A7664872cBb76D30e397faA4442E,4617,4516
5yhKdjozePnxmarNkQmdfwGdUhRYuMahCdzZTfHyx9vh,0xB504824aAa2e107f049f4207491767fD31f83A47,160701,157176
